Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2415,Sqldatabsetraining,192.0,5720.0,243.11,30.0,9.0,0.046875,1555.0,2024-11-02,Mumbai,Mobile,online data analytic
A2416,MachneLearningBasics ,148.0,4721.0,189.48,26.0,8.0,0.054,1176.0,2024-11-01,Pune,Mobile,online data analytic
A2417,Webdevmastery,153.0,4768.0,214.39,25.0,5.0,0.041,1837.0,2024-11-26,Delhi,Tablet,data analitics online
A2418,DeepLe@rnngPro,173.91304347826087,5494.0,187.68,23.0,8.0,0.046,1402.0,2024-11-24,Chennai,Tablet,data analytics course
A2419,ai_mARKETING101,169.0,4540.0,180.58,30.0,7.0,0.049,1661.0,2024-11-26,Chennai,Mobile,data anaytics training
A2420,AI_M@rketing101,146.0,5173.0,234.26,20.0,7.0,0.048,1089.0,2024-11-28,Chennai,Mobile,online data analytic
A2421,Python4data,81.0,4808.0,189.19,17.0,9.0,0.09122252747252749,1759.0,2024-11-25,Bangalore,Desktop,online data analytic
A2422,CyberSecurtyFund@mentals,185.0,4638.0,234.72,18.0,6.0,0.032,1508.0,2024-11-27,Pune,Desktop,data analitics online
A2423,BusinessAnlyticsClass,90.0,5319.0,208.19,13.0,7.0,0.07777777777777778,1719.0,2024-11-26,Bangalore,Tablet,data anaytics training
A2424,AI_Mark3ting101,155.0,4532.0,203.44,19.0,8.0,0.052,1709.0,2024-11-17,Chennai,Desktop,learn data analytics
A2425,W3bDevMastery,125.0,3458.0,180.49,19.0,3.0,0.024,1754.0,2024-11-09,Bangalore,Tablet,data analitics online
A2426,wEBdEVmASTERY,151.0,5432.0,204.76,18.0,9.0,0.06,1472.5,2024-11-13,Delhi,Mobile,data anaytics training
A2427,Machn3LearningBasics,82.0,3052.0,211.11,12.0,3.0,0.037,1917.0,2024-11-06,Pune,Desktop,learn data analytics
A2428,Python4D@ta,198.0,5718.0,194.37,13.0,8.0,0.04,1118.0,2024-11-16,Bangalore,Tablet,data anaytics training
A2429,CyberSecurtyFund@mentals,115.0,4762.0,241.63,20.0,8.0,0.058,1555.0,2024-11-03,Delhi,Desktop,data analytics course
A2430,Cyb3rSecurtyFundamentals,158.0,4953.0,243.07,20.0,8.0,0.051,1955.0,2024-11-04,Mumbai,Tablet,learn data analytics
A2431,W3bDevMastery,102.0,3784.0,219.45,13.0,9.0,0.045,1967.0,2024-11-20,Chennai,Desktop,data analytics course
A2432,Python4D@ta,93.0,4272.0,192.81,22.0,7.0,0.075,1726.0,2024-11-18,New Delhi,Desktop,learn data analytics
A2433,CyberSecurtyFundamentals,198.0,5860.0,185.25,24.0,9.0,0.041,1950.0,2024-11-01,Delhi,Tablet,data anaytics training
A2434,Cybersecurtyfundamentals,174.0,4169.0,189.36,23.0,8.0,0.046,1110.0,2024-11-14,Delhi,Tablet,data analytics course
A2435,DeepLearnngPr0,193.0,5831.0,217.67,24.0,5.0,0.025906735751295335,1265.0,2024-11-14,Mumbai,Mobile,online data analytic
A2436,Cl0udComputngCourse,117.0,5269.0,196.1,26.0,7.0,0.047,1096.0,2024-11-05,Chennai,Desktop,online data analytic
A2437,cYBERsECURTYfUNDAMENTALS,147.0,5793.0,240.32,25.0,5.0,0.049,1645.0,2024-11-27,Chennai,Tablet,data analytics course
A2438,wEBdEVmASTERY,179.0,3338.0,218.33,30.0,7.0,0.039,1510.0,2024-11-24,Bangalore,Desktop,data analitics online
A2439,Businessanlyticsclass,194.0,4297.0,237.87,22.0,3.0,0.015463917525773196,1739.0,2024-11-29,Bangalore,Desktop,data analytics course
A2440,bUSINESSaNLYTICScLASS,112.0,3961.0,214.45,13.0,7.0,0.0625,1594.0,2024-11-17,Chennai,Desktop,analytics for data
A2441,cLOUDcOMPUTNGcOURSE,88.0,5063.0,195.2,22.0,3.0,0.034,1460.0,2024-11-20,New Delhi,Mobile,analytics for data
A2442,Deeplearnngpro,172.0,5635.0,200.16,21.0,7.0,0.036,1727.0,2024-11-14,Delhi,Mobile,data analitics online
A2443,Pyth0n4Data,81.0,4404.0,239.62,11.0,4.0,0.035,1814.0,2024-11-21,Pune,Mobile,data analytics course
A2444,Ai_marketing101,142.0,4312.0,213.54,21.0,7.0,0.049,1666.0,2024-11-20,Chennai,Desktop,learn data analytics
A2445,CyberSecurtyFundamentals,111.0,3302.0,193.18,30.0,10.0,0.09009009009009009,1783.0,2024-11-19,Mumbai,Mobile,analytics for data
A2446,sqldATABSEtRAINING,81.0,3575.0,192.71,27.0,4.0,0.049,1158.0,2024-11-11,Bangalore,Tablet,online data analytic
A2447,AI_M@rketing101,112.0,5055.0,213.36,26.0,5.0,0.058,1959.0,2024-11-29,New Delhi,Desktop,data anaytics training
A2448,DataScienceB0otcamp,101.0,5415.0,236.41,13.0,10.0,0.039,1832.0,2024-11-15,Pune,Tablet,learn data analytics
A2449,CloudComputngCourse_,166.0,3118.0,212.46,25.0,7.0,0.042,1813.0,2024-11-14,Mumbai,Tablet,online data analytic
A2450,DeepLe@rnngPro,141.0,5271.0,217.93,14.0,8.0,0.0465,1629.0,2024-11-22,Pune,Mobile,data analitics online
A2451,Python4data,148.0,4382.5,214.26,21.0,8.0,0.05405405405405406,1629.0,2024-11-13,Mumbai,Tablet,data analitics online
A2452,WebDevMastery,126.0,5250.0,239.73,30.0,4.0,0.032,1070.0,2024-11-23,Mumbai,Tablet,analytics for data
A2453,AI_Mark3ting101,119.0,4405.0,233.66,25.0,3.0,0.039,1407.0,2024-11-12,Bangalore,Desktop,data analytics course
A2454,CyberSecurtyFund@mentals,189.0,5060.0,236.54,26.0,7.0,0.043,1877.0,2024-11-10,Mumbai,Mobile,data anaytics training
A2455,AI_M@rketing101,167.0,3296.0,246.85,29.0,8.0,0.048,1723.0,2024-11-17,Mumbai,Desktop,data analitics online
A2456,Machnelearningbasics,198.0,3499.0,209.74,30.0,9.0,0.04,1893.0,2024-11-25,Delhi,Desktop,data analytics course
A2457,Webdevmastery,95.0,3449.0,184.55,10.0,10.0,0.041,1601.0,2024-11-16,Bangalore,Mobile,analytics for data
A2458,SQLDatabs3Training,181.0,3738.0,206.61,16.0,9.0,0.05,1868.0,2024-11-09,Chennai,Mobile,online data analytic
A2459,AI_Marketing1011,105.0,4236.0,180.2,12.0,7.0,0.067,1548.0,2024-11-24,New Delhi,Mobile,learn data analytics
A2460,wEBdEVmASTERY,178.0,5751.0,205.34,24.0,10.0,0.056179775280898875,1903.0,2024-11-20,Chennai,Desktop,data analytics course
A2461,MachneLearningBasics ,127.0,5050.0,184.77,28.0,9.0,0.071,1906.0,2024-11-02,Chennai,Desktop,data analitics online
A2462,CloudComputngCourse,198.0,4773.0,202.54,17.0,10.0,0.050505050505050504,1082.0,2024-11-19,Mumbai,Mobile,data analitics online
A2463,WebDevMastery,86.0,5652.0,249.13,25.0,7.0,0.081,1981.0,2024-11-06,Pune,Mobile,data anaytics training
A2464,Pyth0n4Data,139.0,5085.0,182.42,11.0,7.0,0.048,1109.0,2024-11-04,Pune,Desktop,online data analytic
A2465,Cyb3rSecurtyFundamentals,191.0,5070.0,247.41,12.0,4.0,0.020942408376963352,1266.0,2024-11-25,Chennai,Mobile,analytics for data
A2466,Datasciencebootcamp,139.0,5879.0,197.9,24.0,4.0,0.029,1476.0,2024-11-05,Mumbai,Mobile,data analytics course
A2467,AI_M@rketing101,197.0,3620.0,235.19,18.0,7.0,0.036,1740.0,2024-11-01,Chennai,Mobile,online data analytic
A2468,Python4data,116.0,4250.0,216.66,10.0,9.0,0.078,1877.0,2024-11-02,Mumbai,Mobile,data anaytics training
A2469,CloudComputngCourse_,192.0,4850.0,235.42,22.0,10.0,0.052,1124.0,2024-11-14,Bangalore,Desktop,analytics for data
A2470,Busin3ssAnlyticsClass,118.0,3815.0,185.78,16.0,4.0,0.03389830508474576,1093.0,2024-11-17,Bangalore,Desktop,data analitics online
A2471,M@chneLearningBasics,172.0,5741.0,198.44,14.0,4.0,0.023,1755.0,2024-11-11,Mumbai,Desktop,analytics for data
A2472,SQLDatabs3Training,174.0,4272.0,240.77,16.0,7.0,0.041,1004.0,2024-11-23,New Delhi,Desktop,learn data analytics
A2473,Cl0udComputngCourse,175.0,4974.0,182.22,21.0,5.0,0.02857142857142857,1300.0,2024-11-23,Pune,Mobile,learn data analytics
A2474,ai_mARKETING101,139.0,3215.0,191.22,30.0,7.0,0.048,1588.0,2024-11-23,Pune,Desktop,analytics for data
A2475,WebDevM@stery,141.0,3723.0,201.32,21.0,8.0,0.043,1568.5,2024-11-06,New Delhi,Tablet,data analytics course
A2476,Machnelearningbasics,103.0,4670.0,203.4,21.0,4.0,0.038834951456310676,1562.0,2024-11-25,Chennai,Mobile,analytics for data
A2477,AI_M@rketing101,187.0,4474.0,182.47,10.0,7.0,0.0495,1768.0,2024-11-13,Delhi,Tablet,online data analytic
A2478,DeepLearnngPr0,139.0,3009.0,195.17,21.0,6.0,0.046,1083.0,2024-11-23,Mumbai,Tablet,data analitics online
A2479,bUSINESSaNLYTICScLASS,109.0,3933.0,189.73,11.0,4.0,0.03669724770642202,1700.0,2024-11-07,Delhi,Desktop,data analitics online
A2480,BusinessAnlyticsClass,118.0,4360.0,232.09,10.0,9.0,0.076,1252.0,2024-11-13,Mumbai,Desktop,data anaytics training
A2481,mACHNElEARNINGbASICS,164.0,5120.0,185.69,10.0,5.0,0.031,1597.0,2024-11-23,New Delhi,Tablet,analytics for data
A2482,BusinessAnlyticsCl@ss,166.0,3887.0,192.0,24.0,9.0,0.054,1890.0,2024-11-13,Chennai,Tablet,data analytics course
A2483,DeepLearnngPro ,88.0,3909.0,189.57,30.0,10.0,0.09122252747252749,1750.0,2024-11-29,Delhi,Desktop,data anaytics training
A2484,SQLD@tabseTraining,125.0,3017.0,232.51,14.0,7.0,0.056,1510.0,2024-11-08,Mumbai,Tablet,data anaytics training
A2485,DataScienceBootcamp_,127.0,5127.0,206.95,26.0,5.0,0.0485,1902.0,2024-11-17,New Delhi,Desktop,online data analytic
A2486,Businessanlyticsclass,151.0,3992.0,212.42,10.0,9.0,0.06,1890.0,2024-11-26,Chennai,Tablet,learn data analytics
A2487,DeepLearnngPr0,182.0,3554.0,181.74,18.0,4.0,0.022,1933.0,2024-11-02,Chennai,Tablet,learn data analytics
A2488,AI_Marketing1011,84.0,4051.0,196.83,21.0,4.0,0.048,1094.0,2024-11-14,Chennai,Mobile,online data analytic
A2489,DataSci3nceBootcamp,127.0,3541.0,239.47,16.0,10.0,0.079,1474.0,2024-11-25,Pune,Tablet,data anaytics training
A2490,BusinessAnlyticsCl@ss,104.0,5878.0,228.79,21.0,3.0,0.05,1101.0,2024-11-05,Mumbai,Mobile,data analytics course
A2491,Machnelearningbasics,161.0,4611.0,228.34,26.0,7.0,0.043,1473.0,2024-11-25,Mumbai,Tablet,data analitics online
A2492,Busin3ssAnlyticsClass,141.0,4764.0,187.72,28.0,4.0,0.028,1428.0,2024-11-16,Bangalore,Mobile,analytics for data
A2493,WebDevM@stery,186.0,4603.0,191.84,26.0,9.0,0.047,1918.0,2024-11-07,Bangalore,Desktop,learn data analytics
A2494,CloudComputngCours3,139.0,5003.0,195.4,15.0,7.0,0.048,1273.0,2024-11-18,Pune,Desktop,data anaytics training
A2495,dATAsCIENCEbOOTCAMP,124.0,5212.0,190.83,13.0,6.0,0.048,1399.0,2024-11-07,Bangalore,Desktop,data analytics course
A2496,AI_Mark3ting101,97.0,5285.0,249.65,12.0,7.0,0.051,1411.0,2024-11-27,Delhi,Desktop,data anaytics training
A2497,DataScienceB0otcamp,111.0,3177.0,224.51,18.0,8.0,0.07207207207207207,1946.0,2024-11-25,Delhi,Desktop,learn data analytics
A2498,dEEPlEARNNGpRO,93.0,5571.0,185.71,12.0,7.0,0.075,1630.0,2024-11-21,Bangalore,Tablet,online data analytic
A2499,BusinessAnlyticsClass,92.0,3237.0,245.48,15.0,6.0,0.065,1510.0,2024-11-19,Bangalore,Desktop,data analitics online
A2500,Businessanlyticsclass,138.0,5314.0,198.39,17.0,10.0,0.072,1250.0,2024-11-20,New Delhi,Desktop,online data analytic
A2501,W3bDevMastery,129.0,4452.0,196.06,10.0,9.0,0.053,1069.0,2024-11-13,Mumbai,Tablet,learn data analytics
A2502,mACHNElEARNINGbASICS,183.0,3920.0,235.79,20.0,7.0,0.038,1238.0,2024-11-17,Delhi,Mobile,data anaytics training
A2503,cYBERsECURTYfUNDAMENTALS,154.0,4603.0,214.0,20.0,3.0,0.019,1709.0,2024-11-18,Mumbai,Tablet,data analytics course
A2504,M@chneLearningBasics,95.0,4938.0,204.5,12.0,6.0,0.046,1494.0,2024-11-18,Pune,Tablet,data anaytics training
A2505,D@taScienceBootcamp,173.0,5291.0,222.49,23.0,8.0,0.046242774566473986,1557.0,2024-11-13,New Delhi,Mobile,data analitics online
A2506,CloudComputngCours3,112.0,4072.0,211.56,17.0,10.0,0.089,1229.0,2024-11-01,Chennai,Desktop,analytics for data
A2507,CyberSecurtyFundamentals1,170.0,5953.0,186.11,25.0,8.0,0.047058823529411764,1080.0,2024-11-26,Delhi,Mobile,data analitics online
A2508,wEBdEVmASTERY,96.0,4594.5,232.87,20.0,10.0,0.053,1162.0,2024-11-14,Pune,Mobile,learn data analytics
A2509,WebDevMastery,113.0,3104.0,230.92,28.0,9.0,0.08,1422.0,2024-11-27,Mumbai,Tablet,data analytics course
A2510,BusinessAnlyticsCl@ss,145.0,4882.0,217.25,22.0,3.0,0.021,1814.0,2024-11-19,Pune,Mobile,analytics for data
A2511,W3bDevMastery,83.0,3212.0,243.86,25.0,4.0,0.048,1612.0,2024-11-19,Chennai,Mobile,data analytics course
A2512,bUSINESSaNLYTICScLASS,90.0,4973.0,181.04,23.0,5.0,0.056,1039.0,2024-11-03,Delhi,Desktop,online data analytic
A2513,SQLDatabs3Training,140.0,5227.0,222.57,27.0,3.0,0.021,1527.0,2024-11-18,Chennai,Desktop,learn data analytics
A2514,Python4Data_,111.0,5434.0,181.05,10.0,5.0,0.045,1627.0,2024-11-23,Bangalore,Mobile,data anaytics training
A2515,dEEPlEARNNGpRO,105.0,3300.0,180.25,22.0,10.0,0.09122252747252749,1640.0,2024-11-21,Chennai,Mobile,online data analytic
A2516,cLOUDcOMPUTNGcOURSE,181.0,4857.0,215.59,13.0,8.0,0.044,1883.0,2024-11-23,Chennai,Desktop,learn data analytics
A2517,sqldATABSEtRAINING,189.0,4019.0,248.09,16.0,6.0,0.045,1378.0,2024-11-30,Delhi,Tablet,online data analytic
A2518,CloudComputngCourse ,138.0,5495.0,220.69,19.0,5.0,0.036,1624.0,2024-11-04,Bangalore,Tablet,online data analytic
A2519,AI_Mark3ting101,178.0,5218.0,208.92,20.0,7.0,0.039,1714.0,2024-11-25,New Delhi,Mobile,analytics for data
A2520,CloudComputngCourse,155.0,5996.0,247.54,15.0,5.0,0.032,1883.0,2024-11-27,Bangalore,Mobile,analytics for data
A2521,MachneLearningBasics1,168.0,4932.0,198.95,16.0,7.0,0.052,1301.0,2024-11-19,Delhi,Desktop,data anaytics training
A2522,SQLD@tabseTraining,152.0,4498.0,233.81,30.0,6.0,0.039,1090.0,2024-11-25,Bangalore,Desktop,data analitics online
A2523,AI_Mark3ting101,111.0,4164.0,191.04,18.0,9.0,0.08108108108108109,1687.0,2024-11-21,Mumbai,Tablet,data anaytics training
A2524,Datasciencebootcamp,141.0,4329.0,230.44,14.0,6.0,0.043,1610.0,2024-11-07,Mumbai,Mobile,learn data analytics
A2525,CloudComputngCours3,97.0,5764.0,246.15,30.0,7.0,0.07216494845360824,1345.0,2024-11-18,Delhi,Mobile,analytics for data
A2526,dATAsCIENCEbOOTCAMP,82.0,5430.0,205.46,18.0,5.0,0.061,1435.0,2024-11-30,Mumbai,Mobile,online data analytic
A2527,wEBdEVmASTERY,164.0,5179.0,206.72,18.0,9.0,0.055,1213.0,2024-11-27,New Delhi,Tablet,data analytics course
A2528,DataScienceB0otcamp,109.0,5707.0,246.86,22.0,4.0,0.034,1980.0,2024-11-19,Bangalore,Tablet,data analitics online
A2529,CyberSecurtyFundamentals,126.0,3263.0,237.54,20.0,9.0,0.07142857142857142,1364.0,2024-11-17,Mumbai,Mobile,data analitics online
A2530,DataScienceB0otcamp,175.0,5718.0,225.4,19.0,6.0,0.057,1001.0,2024-11-12,Chennai,Tablet,analytics for data
A2531,CloudComputngCourse,96.0,5075.0,221.28,25.0,3.0,0.038,1937.0,2024-11-23,Delhi,Desktop,learn data analytics
A2532,WebDevMastery1,113.0,4473.0,202.3,17.0,5.0,0.044,1049.0,2024-11-08,Chennai,Tablet,online data analytic
A2533,WebDevMastery1,96.0,3979.0,232.44,27.0,7.0,0.07291666666666667,1140.0,2024-11-30,Pune,Mobile,learn data analytics
A2534,Ai_marketing101,162.0,5688.0,190.31,17.0,5.0,0.031,1556.0,2024-11-25,Delhi,Tablet,data analytics course
A2535,mACHNElEARNINGbASICS,125.0,3546.0,234.02,23.0,10.0,0.08,1072.0,2024-11-27,Bangalore,Desktop,analytics for data
A2536,DeepLearnngPr0,89.0,4188.0,206.71,16.0,4.0,0.045,1382.0,2024-11-01,Pune,Tablet,online data analytic
A2537,ai_mARKETING101,99.0,4134.0,234.04,18.0,3.0,0.03,1683.0,2024-11-30,Bangalore,Desktop,learn data analytics
A2538,Machn3LearningBasics,91.0,4710.0,199.18,21.0,9.0,0.09122252747252749,1431.0,2024-11-10,Mumbai,Tablet,data analytics course
A2539,Machn3LearningBasics,141.0,4654.0,192.19,21.0,6.0,0.043,1932.0,2024-11-25,Bangalore,Mobile,analytics for data
A2540,CyberSecurtyFund@mentals,110.0,5509.0,245.38,13.0,8.0,0.048,1539.0,2024-11-10,Bangalore,Mobile,learn data analytics
A2541,Datasciencebootcamp,96.0,3091.0,187.57,11.0,7.0,0.0495,1737.0,2024-11-10,Delhi,Tablet,data analytics course
A2542,AI_Marketing101 ,85.0,4653.0,196.73,23.0,6.0,0.071,1032.0,2024-11-13,Pune,Mobile,data analytics course
A2543,DeepLearnngPr0,151.0,5389.0,227.07,18.0,10.0,0.057,1318.0,2024-11-20,Delhi,Desktop,data anaytics training
A2544,M@chneLearningBasics,139.0,5290.0,208.43,28.0,4.0,0.051,1022.0,2024-11-20,New Delhi,Tablet,data analitics online
A2545,Cybersecurtyfundamentals,120.0,3060.0,197.96,20.0,8.0,0.067,1679.0,2024-11-23,Chennai,Tablet,analytics for data
A2546,SQLDatabseTraining,109.0,4444.0,219.46,12.0,9.0,0.083,1159.0,2024-11-28,Chennai,Mobile,data anaytics training
A2547,Busin3ssAnlyticsClass,145.0,3509.0,181.11,19.0,10.0,0.048,1627.0,2024-11-22,Pune,Mobile,online data analytic
A2548,Cl0udComputngCourse,151.0,4675.0,183.02,14.0,7.0,0.046,1000.0,2024-11-10,New Delhi,Mobile,analytics for data
A2549,Cyb3rSecurtyFundamentals,108.0,5869.0,226.93,16.0,7.0,0.065,1633.0,2024-11-03,New Delhi,Desktop,analytics for data
A2550,bUSINESSaNLYTICScLASS,166.0,3992.0,205.9,15.0,8.0,0.048,1899.0,2024-11-05,New Delhi,Desktop,analytics for data
A2551,ai_mARKETING101,134.0,4172.0,191.8,26.0,5.0,0.037,1170.0,2024-11-18,Mumbai,Tablet,online data analytic
A2552,CyberSecurtyFundamentals,104.0,5926.0,224.63,17.0,8.0,0.07692307692307693,1239.0,2024-11-24,Pune,Mobile,learn data analytics
A2553,WebDevMastery1,135.0,5785.0,195.39,15.0,10.0,0.046,1296.0,2024-11-25,Chennai,Tablet,analytics for data
A2554,pYTHON4dATA,160.0,5664.0,210.58,16.0,9.0,0.05625,1836.0,2024-11-07,New Delhi,Mobile,data anaytics training
A2555,WebDevMastery_,147.0,5930.0,248.18,22.0,10.0,0.068,1743.0,2024-11-15,Chennai,Desktop,analytics for data
A2556,Pyth0n4Data,196.0,3656.0,240.44,15.0,6.0,0.052,1894.0,2024-11-03,Bangalore,Tablet,analytics for data
A2557,Webdevmastery,159.0,5078.0,182.57,30.0,8.0,0.05,1541.0,2024-11-09,Bangalore,Mobile,data analytics course
A2558,ai_mARKETING101,104.0,5257.0,220.44,17.0,7.0,0.052,1462.0,2024-11-27,Bangalore,Mobile,data analitics online
A2559,Sqldatabsetraining,135.0,5582.0,209.14,28.0,5.0,0.037,1912.0,2024-11-25,New Delhi,Tablet,online data analytic
A2560,dATAsCIENCEbOOTCAMP,92.0,3097.0,232.27,21.0,7.0,0.048,1905.0,2024-11-14,Pune,Desktop,analytics for data
A2561,Webdevmastery,136.0,3657.0,236.19,12.0,5.0,0.037,1425.0,2024-11-06,Mumbai,Mobile,online data analytic
A2562,Deeplearnngpro,135.0,3198.0,227.48,19.0,6.0,0.044,1882.0,2024-11-09,New Delhi,Desktop,online data analytic
A2563,DataSci3nceBootcamp,91.0,5017.0,239.34,15.0,5.0,0.055,1494.0,2024-11-02,Pune,Tablet,analytics for data
A2564,D3epLearnngPro,181.0,5343.0,244.02,30.0,9.0,0.038,1639.0,2024-11-26,New Delhi,Mobile,learn data analytics
A2565,SQLDatabs3Training,142.0,4896.0,207.51,17.0,6.0,0.045,1505.0,2024-11-11,Chennai,Mobile,data analitics online
A2566,wEBdEVmASTERY,80.0,5756.0,205.38,16.0,4.0,0.05,1778.0,2024-11-20,Mumbai,Desktop,online data analytic
A2567,Sqldatabsetraining,155.0,5696.0,236.44,13.0,3.0,0.019,1207.0,2024-11-23,Bangalore,Mobile,data analitics online
A2568,mACHNElEARNINGbASICS,114.0,5683.0,214.42,20.0,8.0,0.07,1474.0,2024-11-08,Chennai,Mobile,learn data analytics
A2569,DataScienceBootcamp1,98.0,4669.0,205.72,16.0,6.0,0.061,1767.0,2024-11-30,Delhi,Desktop,analytics for data
A2570,Cybersecurtyfundamentals,125.0,3807.0,234.92,11.0,6.0,0.048,1472.5,2024-11-29,Delhi,Mobile,online data analytic
A2571,WebDevMastery,160.0,3163.0,238.95,20.0,8.0,0.05,1569.0,2024-11-26,Mumbai,Desktop,online data analytic
A2572,W3bDevMastery,175.0,3732.0,231.25,16.0,10.0,0.057,1014.0,2024-11-15,Pune,Mobile,learn data analytics
A2573,Businessanlyticsclass,123.0,3860.0,224.63,24.0,8.0,0.065,1800.0,2024-11-15,Bangalore,Desktop,analytics for data
A2574,Pyth0n4Data,106.0,3196.0,212.12,15.0,6.0,0.05660377358490566,1314.0,2024-11-23,Chennai,Tablet,analytics for data
A2575,bUSINESSaNLYTICScLASS,139.0,3322.0,205.85,24.0,4.0,0.046,1031.0,2024-11-09,Mumbai,Tablet,data anaytics training
A2576,WebDevMastery_,185.0,5121.0,215.46,12.0,9.0,0.049,1724.0,2024-11-02,Mumbai,Mobile,data analytics course
A2577,cLOUDcOMPUTNGcOURSE,139.0,5610.0,239.44,17.0,6.0,0.043,1548.0,2024-11-14,Mumbai,Tablet,online data analytic
A2578,MachneLearningBasics,174.0,3890.0,186.04,28.0,7.0,0.04,1793.0,2024-11-21,Mumbai,Tablet,online data analytic
A2579,W3bDevMastery,157.0,4671.0,248.17,14.0,7.0,0.045,1247.0,2024-11-03,Pune,Mobile,data anaytics training
A2580,bUSINESSaNLYTICScLASS,160.0,5438.0,197.5,16.0,6.0,0.037,1752.0,2024-11-03,Bangalore,Tablet,data analytics course
A2581,WebDevMastery_,198.0,4726.0,185.13,14.0,7.0,0.048,1580.0,2024-11-17,Bangalore,Tablet,learn data analytics
A2582,CloudComputngCours3,144.0,5301.0,195.83,12.0,3.0,0.020833333333333332,1654.0,2024-11-27,Mumbai,Tablet,data analitics online
A2583,CyberSecurtyFund@mentals,187.0,3722.0,182.43,27.0,7.0,0.037,1613.0,2024-11-20,Chennai,Mobile,data anaytics training
A2584,D@taScienceBootcamp,139.0,3944.0,216.48,29.0,3.0,0.022,1863.0,2024-11-04,Mumbai,Tablet,analytics for data
A2585,DeepLearnngPro_,194.0,5123.0,180.01,27.0,5.0,0.036,1978.0,2024-11-05,Mumbai,Mobile,learn data analytics
A2586,Python4Data,157.0,4127.0,200.44,30.0,8.0,0.058,1044.0,2024-11-15,Pune,Desktop,data anaytics training
A2587,MachneLearningBasics_,112.0,4944.0,233.83,19.0,4.0,0.036,1296.0,2024-11-27,Mumbai,Tablet,data anaytics training
A2588,ai_mARKETING101,82.0,4534.0,203.89,10.0,6.0,0.073,1589.0,2024-11-26,Delhi,Tablet,online data analytic
A2589,SQLDatabs3Training,152.0,5894.0,219.23,14.0,5.0,0.033,1641.0,2024-11-13,Pune,Mobile,data anaytics training
A2590,Deeplearnngpro,81.0,5545.0,212.89,11.0,5.0,0.062,1818.0,2024-11-15,Delhi,Mobile,data analitics online
A2591,AI_M@rketing101,84.0,5573.0,212.245,23.0,6.0,0.071,1656.0,2024-11-12,Pune,Desktop,online data analytic
A2592,Businessanlyticsclass,117.0,3039.0,223.72,27.0,8.0,0.068,1340.0,2024-11-14,Mumbai,Mobile,data anaytics training
A2593,WebDevMastery,82.0,3556.0,217.98,16.0,5.0,0.061,1331.0,2024-11-17,Bangalore,Mobile,data analitics online
A2594,AI_M@rketing101,192.0,4920.0,192.15,18.0,10.0,0.052,1665.0,2024-11-09,Pune,Mobile,data analitics online
A2595,Deeplearnngpro,131.0,3187.0,234.53,24.0,10.0,0.07633587786259542,1656.0,2024-11-07,Chennai,Mobile,data analytics course
A2596,Cloudcomputngcourse,177.0,3238.0,189.61,29.0,7.0,0.05,1925.0,2024-11-27,New Delhi,Tablet,data analitics online
A2597,W3bDevMastery,140.0,4532.0,182.66,22.0,10.0,0.047,1482.0,2024-11-24,Chennai,Desktop,learn data analytics
A2598,Cybersecurtyfundamentals,147.0,4507.0,190.42,27.0,8.0,0.054,1073.0,2024-11-05,Mumbai,Desktop,learn data analytics
A2599,Python4Data,143.0,3606.0,200.29,20.0,3.0,0.035,1550.0,2024-11-20,Chennai,Mobile,learn data analytics
A2600,AI_Marketing101 ,150.0,3355.0,186.9,20.0,4.0,0.047058823529411764,1524.0,2024-11-10,Delhi,Mobile,online data analytic
A2601,mACHNElEARNINGbASICS,160.0,3711.0,214.41,10.0,6.0,0.037,1550.0,2024-11-07,Mumbai,Mobile,analytics for data
A2602,DeepLearnngPro ,172.0,4841.0,234.94,28.0,8.0,0.046511627906976744,1258.0,2024-11-12,Pune,Desktop,analytics for data
A2603,WebDevMastery_,95.0,5411.0,182.58,13.0,4.0,0.042,1111.0,2024-11-30,Chennai,Tablet,data anaytics training
A2604,D3epLearnngPro,111.0,3520.0,237.4,13.0,3.0,0.027,1395.0,2024-11-19,Pune,Mobile,online data analytic
A2605,SQLD@tabseTraining,171.0,3460.0,184.14,27.0,9.0,0.053,1565.0,2024-11-16,Chennai,Tablet,data analitics online
A2606,BusinessAnlyticsClass ,145.0,5875.0,221.0,14.0,7.0,0.048,1230.0,2024-11-24,Bangalore,Desktop,learn data analytics
A2607,Python4Data,118.0,3404.0,183.15,27.0,7.0,0.059,1489.0,2024-11-21,Bangalore,Tablet,learn data analytics
A2608,sqldATABSEtRAINING,171.0,3567.0,233.32,27.0,4.0,0.023391812865497075,1271.0,2024-11-05,New Delhi,Desktop,analytics for data
A2609,Ai_marketing101,108.0,3628.0,185.68,24.0,8.0,0.074,1682.0,2024-11-19,Delhi,Tablet,learn data analytics
A2610,D3epLearnngPro,100.0,4994.0,206.32,21.0,7.0,0.04,1673.0,2024-11-20,Chennai,Tablet,learn data analytics
A2611,Python4D@ta,138.0,5758.0,193.53,14.0,4.0,0.029,1902.0,2024-11-15,Delhi,Tablet,analytics for data
A2612,Cloudcomputngcourse,88.0,3382.0,198.62,25.0,9.0,0.09122252747252749,1599.0,2024-11-10,Bangalore,Desktop,data anaytics training
